payment_id,order_id,provider,amount,status,transaction_id,created_at,updated_at
201,201,PayPal,1304.62,success,ab6f1f58-15a8-4ad0-8432-b27ad36f76cc,2025-09-28 19:40:36,2025-10-13 19:40:36
202,202,PayPal,388.67,success,94e21898-2119-4cb2-96b2-3c042f797d21,2025-11-05 19:40:36,2025-10-10 19:40:36
203,203,Stripe,1276.08,failed,f940216a-1f5c-4798-a702-c1095fa7bc54,2025-09-15 19:40:36,2025-10-11 19:40:36
204,204,PayPal,681.79,success,fb7d272b-5fc7-4b18-b8dc-b1022e218aaf,2025-08-29 19:40:36,2025-10-28 19:40:36
205,205,Stripe,772.3,failed,3ce1311d-d9b6-4d81-b92e-164f70dcc6d4,2025-09-21 19:40:36,2025-11-04 19:40:36
206,206,Stripe,603.4,success,4e45c9d8-7a3c-44f0-b7e2-cedc25e4455a,2025-09-06 19:40:36,2025-10-16 19:40:36
207,207,Stripe,1105.04,success,c64225c6-610a-492d-abe5-8cab13cb5d92,2025-10-07 19:40:36,2025-10-27 19:40:36
208,208,Stripe,1327.01,refunded,bc7a5ac7-592e-46ed-8632-e85340b446cf,2025-09-08 19:40:36,2025-11-04 19:40:36
209,209,Stripe,1265.37,refunded,64b53fba-6c59-47f5-95c8-b5a254630f77,2025-08-24 19:40:36,2025-10-17 19:40:36
210,210,Adyen,158.87,pending,b0fddcfa-f7d1-4a8b-bf21-4bedf604b8e4,2025-09-23 19:40:36,2025-10-30 19:40:36
211,211,PayPal,222.3,failed,4d593446-9442-441e-94c1-43fc65ba3f0e,2025-10-12 19:40:36,2025-10-07 19:40:36
212,212,PayPal,1062.49,pending,4d88d2e0-9254-464f-ac3d-2b5a55881483,2025-08-24 19:40:36,2025-10-25 19:40:36
213,213,PayPal,1067.35,refunded,1092b4d9-f5b7-45ed-bcf7-cafd05c5dea7,2025-08-23 19:40:36,2025-10-14 19:40:36
214,214,Adyen,1300.02,success,1de5226d-f264-4d28-a8ad-ef1a0721076c,2025-10-13 19:40:36,2025-10-28 19:40:36
215,215,Adyen,977.81,refunded,14f0a049-debc-400a-8648-0c87e5637342,2025-10-08 19:40:36,2025-10-27 19:40:36
216,216,Adyen,917.34,success,cb47e549-f05e-4560-88ee-958e26e1fab0,2025-10-22 19:40:36,2025-10-27 19:40:36
217,217,Stripe,568.49,pending,4c637a80-91df-4779-8493-10b224205b51,2025-09-21 19:40:36,2025-10-24 19:40:36
218,218,PayPal,665.18,success,6de728f0-e696-4dcf-8cb9-2003531be181,2025-09-04 19:40:36,2025-11-06 19:40:36
219,219,Adyen,695.04,failed,e8637ae1-b45f-4f65-9d7a-a11dfbe75109,2025-09-17 19:40:36,2025-10-20 19:40:36
220,220,Adyen,1492.87,success,a87502f8-6ba3-45ec-83ec-3c662c175d05,2025-10-17 19:40:36,2025-11-02 19:40:36
221,221,PayPal,249.62,success,a29eef86-7c84-41ef-a4ad-c399ff4e2938,2025-10-03 19:40:36,2025-10-20 19:40:36
222,222,Adyen,1303.64,failed,bccea708-9e69-4c60-ac6f-90a5d1c22b86,2025-08-08 19:40:36,2025-10-18 19:40:36
223,223,PayPal,1250.59,refunded,3a96a432-812a-40e6-999d-20ddd300001c,2025-09-27 19:40:36,2025-10-25 19:40:36
224,224,Adyen,1457.81,success,c4cae1c1-59d7-40ad-a383-dba659b4847b,2025-10-30 19:40:36,2025-10-12 19:40:36
225,225,PayPal,740.12,failed,e75a0bf4-31d4-4d1b-8b5d-26ad4dcf7733,2025-09-04 19:40:36,2025-10-25 19:40:36
226,226,PayPal,326.92,success,b8683db9-3fe1-4f52-9001-edb9722fd1db,2025-09-03 19:40:36,2025-10-24 19:40:36
227,227,Stripe,532.8,refunded,5873ee8b-2724-40f3-901a-0daeed5b2900,2025-10-29 19:40:36,2025-11-06 19:40:36
228,228,Stripe,538.8,pending,babe6329-c493-4b1b-b3ac-96b5eb3b06ee,2025-08-13 19:40:36,2025-10-23 19:40:36
229,229,Stripe,823.32,failed,ec0fd009-29c6-4543-a5b2-eb1522a76643,2025-08-25 19:40:36,2025-10-31 19:40:36
230,230,PayPal,1479.09,failed,bf748ad5-ff22-4119-8d7d-f9548cec2a5d,2025-10-18 19:40:36,2025-10-09 19:40:36
231,231,PayPal,1245.09,refunded,98928573-7d04-4122-af45-29732511b76e,2025-09-28 19:40:36,2025-10-09 19:40:36
232,232,Adyen,1022.66,refunded,cdee9802-d173-4da2-bb7d-e831ed20d0a8,2025-10-15 19:40:36,2025-11-06 19:40:36
233,233,Stripe,499.45,pending,cd5d4e19-9f4a-47c1-b9b1-1db4eda86dd1,2025-09-12 19:40:36,2025-10-07 19:40:36
234,234,Adyen,780.23,refunded,522aeb9e-4dee-49f3-bef2-1fc945f9d679,2025-10-07 19:40:36,2025-11-06 19:40:36
235,235,Stripe,476.6,pending,5555e72f-a417-4606-9a88-ad6f8ca941d9,2025-08-23 19:40:36,2025-10-12 19:40:36
236,236,PayPal,1406.94,success,9d627792-aeeb-457f-a9d1-0eac4d29fbbb,2025-10-10 19:40:36,2025-10-25 19:40:36
237,237,Adyen,1011.56,failed,79504165-affb-4228-8ee2-1616ff1fd6b5,2025-08-16 19:40:36,2025-10-23 19:40:36
238,238,Stripe,316.06,failed,347b6de5-bee9-4030-9d53-8c767e47805a,2025-10-07 19:40:36,2025-10-07 19:40:36
239,239,PayPal,279.14,failed,af4caf05-98de-4b56-99a4-03f122e00bd3,2025-10-18 19:40:36,2025-10-28 19:40:36
240,240,PayPal,1292.99,refunded,08588e82-bce9-4644-9db8-cb7a165a221b,2025-08-31 19:40:36,2025-11-04 19:40:36
241,241,Adyen,562.61,refunded,e2375fa5-4515-4e46-8c71-3b6a1448988f,2025-10-04 19:40:36,2025-11-04 19:40:36
242,242,Adyen,1418.05,failed,2659ede8-747c-4783-a673-228107dc2e02,2025-08-13 19:40:36,2025-10-15 19:40:36
243,243,PayPal,1289.7,refunded,5035d4e7-7ca2-4f26-8bf1-3b1f94247809,2025-09-28 19:40:36,2025-10-11 19:40:36
244,244,Adyen,1356.21,pending,df84d50f-3e10-4165-8ef2-468e3294608d,2025-10-12 19:40:36,2025-11-03 19:40:36
245,245,PayPal,620.21,pending,39da5442-25f5-4960-b7bf-2ffe01bf4c44,2025-08-31 19:40:36,2025-10-31 19:40:36
246,246,Adyen,1085.99,pending,bdf69fb1-27f2-40e3-a023-d9ca25cabbd1,2025-10-04 19:40:36,2025-10-26 19:40:36
247,247,Stripe,600.74,failed,5564f293-0ae5-4a0c-b3c5-158d7e754851,2025-11-01 19:40:36,2025-11-01 19:40:36
248,248,Stripe,782.22,refunded,f7c18e80-ff2c-497d-96a7-d68e90464542,2025-09-04 19:40:36,2025-10-19 19:40:36
249,249,PayPal,1470.54,failed,2df0a7fc-f073-492d-aef9-d911360e7e7a,2025-09-30 19:40:36,2025-10-13 19:40:36
250,250,Adyen,412.03,success,ed947a80-14e5-4c31-9e3e-345bba7bd16a,2025-09-24 19:40:36,2025-10-19 19:40:36
251,251,Stripe,94.1,success,43a2a339-1bb8-45a2-9a42-baec65178012,2025-09-23 19:40:36,2025-10-25 19:40:36
252,252,PayPal,382.86,pending,a4f9eb71-f184-43c1-a554-3cf1d73a305c,2025-10-13 19:40:36,2025-10-30 19:40:36
253,253,Stripe,1152.31,failed,b00a3755-2c04-498d-9c75-7921e789566f,2025-10-07 19:40:36,2025-11-01 19:40:36
254,254,Adyen,453.58,refunded,4fc0658c-70dd-42f3-b394-a8894a420f57,2025-11-03 19:40:36,2025-10-21 19:40:36
255,255,PayPal,941.99,pending,4b3d8f19-d2e0-4113-b9cd-48225aefd27d,2025-08-22 19:40:36,2025-10-26 19:40:36
256,256,Stripe,269.73,refunded,c35ad55a-0282-489a-985b-55c3edc032ca,2025-08-19 19:40:36,2025-10-19 19:40:36
257,257,Adyen,1462.61,refunded,4bfc89a3-ab94-406e-a070-c84e13b10b50,2025-11-02 19:40:36,2025-10-29 19:40:36
258,258,Stripe,827.55,failed,fb4f9c1c-fbb5-44af-a347-92934be89c9e,2025-10-27 19:40:36,2025-10-21 19:40:36
259,259,Adyen,62.2,success,faf80591-3e4f-4904-a203-f43a7cc5f073,2025-09-22 19:40:36,2025-11-02 19:40:36
260,260,Adyen,1185.99,refunded,04d23173-f21d-4134-a3da-2fd3a4ca348c,2025-08-16 19:40:36,2025-11-04 19:40:36
261,261,Adyen,694.27,refunded,d9e8118f-fac5-4d5d-a006-e3e436a3ffdf,2025-09-27 19:40:36,2025-10-25 19:40:36
262,262,Stripe,872.1,failed,374188f4-bd98-449a-8362-b198869779e2,2025-10-13 19:40:36,2025-10-27 19:40:36
263,263,PayPal,1341.77,refunded,f9f64acb-0515-4b30-bb33-5f064926fa4a,2025-09-15 19:40:36,2025-10-08 19:40:36
264,264,PayPal,1239.87,failed,dfbe958b-35df-4b09-a99d-c8fa9dc8b6cf,2025-08-16 19:40:36,2025-10-26 19:40:36
265,265,PayPal,479.86,success,1c793d57-7563-4bc5-8c52-a89ae2c94ec1,2025-09-24 19:40:36,2025-11-02 19:40:36
266,266,Adyen,781.08,pending,3a7f4844-512f-43d3-88b1-43dd485668c9,2025-10-18 19:40:36,2025-11-02 19:40:36
267,267,PayPal,333.75,pending,3ba99387-77f1-4351-8b31-0c135560ee09,2025-09-28 19:40:36,2025-10-09 19:40:36
268,268,PayPal,495.95,pending,91c62e61-f1f7-4007-9f33-5d07391e4223,2025-08-25 19:40:36,2025-10-21 19:40:36
269,269,Stripe,1329.98,failed,552cad25-3ae0-4682-b89a-13aefcdce7af,2025-11-05 19:40:36,2025-10-21 19:40:36
270,270,Adyen,883.16,pending,453aee4f-b4f5-47b1-a8b9-f33a84b8369c,2025-08-27 19:40:36,2025-10-29 19:40:36
271,271,Stripe,710.78,failed,0f68d566-dd3d-4afd-887d-558c9bd3c184,2025-08-09 19:40:36,2025-10-07 19:40:36
272,272,PayPal,1329.39,pending,1c9548e0-650b-4841-8cb5-e1f3900b4640,2025-08-21 19:40:36,2025-11-04 19:40:36
273,273,Stripe,1235.52,success,a7a1d183-cf3f-441c-abdc-0f7f4b623c9a,2025-08-24 19:40:36,2025-11-03 19:40:36
274,274,Stripe,1358.04,refunded,c944c9d5-35ef-40d6-ac92-8a2d71731839,2025-10-21 19:40:36,2025-10-25 19:40:36
275,275,Stripe,226.71,pending,a918b3c6-e6cf-41c9-b7fa-c5edfa5be90e,2025-08-30 19:40:36,2025-10-23 19:40:36
276,276,Stripe,152.56,success,10d8de60-7725-44cc-b071-14ab43beeb92,2025-09-27 19:40:36,2025-10-19 19:40:36
277,277,Adyen,763.37,refunded,3e3cc13e-31ca-4243-8d44-fca95c8abeb7,2025-08-25 19:40:36,2025-10-30 19:40:36
278,278,Stripe,463.51,failed,e8ca0f2b-dafc-4a04-90e2-efed4f824456,2025-09-20 19:40:36,2025-10-27 19:40:36
279,279,Adyen,1328.48,refunded,78965d17-2ca5-4b5a-a181-0c6ef7409d86,2025-08-09 19:40:36,2025-10-31 19:40:36
280,280,PayPal,205.83,success,674aca9a-f17e-4591-a462-61f608eba66b,2025-09-23 19:40:36,2025-10-08 19:40:36
281,281,Adyen,50.32,pending,ef26fcbe-df68-4aa3-abf0-47c7a5215aab,2025-08-30 19:40:36,2025-10-21 19:40:36
282,282,Stripe,532.22,failed,5a271c67-5105-48de-82e5-66741938c5c2,2025-10-10 19:40:36,2025-10-14 19:40:36
283,283,PayPal,270.46,success,36acac08-e87d-47f0-835b-02962d2c8894,2025-09-07 19:40:36,2025-10-08 19:40:36
284,284,Stripe,1367.54,refunded,9c404cf8-2bde-4ce8-b51a-8160565d3d3b,2025-08-21 19:40:36,2025-10-08 19:40:36
285,285,Adyen,340.41,success,9f491639-31ee-4a51-b7bf-d82dd87fc72f,2025-09-03 19:40:36,2025-10-09 19:40:36
286,286,PayPal,106.81,failed,1e3aa712-1f20-4bb6-a641-872df65115ad,2025-08-08 19:40:36,2025-10-16 19:40:36
287,287,Stripe,757.02,refunded,3f41d458-e3ff-4e9b-8afc-f61e635b8207,2025-09-30 19:40:36,2025-11-02 19:40:36
288,288,Stripe,1342.24,pending,9a45dd7c-7c41-4d84-bc65-a7662d251f92,2025-10-15 19:40:36,2025-10-09 19:40:36
289,289,Adyen,1396.42,refunded,2272c11b-b568-483d-82f8-e87c70742e37,2025-09-22 19:40:36,2025-10-12 19:40:36
290,290,PayPal,213.33,refunded,c3812482-5b85-49f6-89a5-8721ecf1a088,2025-10-26 19:40:36,2025-10-18 19:40:36
291,291,PayPal,160.07,success,a36e3c68-79c5-499b-b915-2e3bd41a96ee,2025-10-16 19:40:36,2025-10-11 19:40:36
292,292,Stripe,551.99,failed,d1313473-8eba-4234-a8da-5b8ddd7e2e56,2025-09-21 19:40:36,2025-10-29 19:40:36
293,293,Stripe,850.26,success,bfb04d5d-a2bb-416a-8b66-095b117818b7,2025-10-30 19:40:36,2025-10-25 19:40:36
294,294,Stripe,165.96,refunded,360ade71-83c9-4d20-abf7-83fdc8180cd4,2025-08-17 19:40:36,2025-11-03 19:40:36
295,295,Stripe,947.0,failed,de46c1aa-f47a-4026-8e6b-a448d3be6965,2025-09-21 19:40:36,2025-10-25 19:40:36
296,296,Adyen,856.24,failed,da9ecbf8-ad09-45d7-94e3-af0894ff96c2,2025-09-28 19:40:36,2025-10-12 19:40:36
297,297,Adyen,716.84,success,2fa5dc30-ae47-4091-99a1-7e5f2d61eebc,2025-08-11 19:40:36,2025-10-13 19:40:36
298,298,PayPal,356.35,success,d96322eb-f961-44ea-bc3d-4850a542dfc8,2025-08-31 19:40:36,2025-11-03 19:40:36
299,299,Stripe,735.4,pending,5ce574c6-9e16-49d7-a61d-72938d02a62e,2025-10-16 19:40:36,2025-10-20 19:40:36
300,300,Stripe,921.56,refunded,258027f5-256a-4dab-a532-d541ea4ee130,2025-08-11 19:40:36,2025-10-11 19:40:36
301,301,Adyen,1244.76,failed,ba66bf50-d507-42f9-9b33-8a004c3a75d0,2025-08-27 19:40:36,2025-10-19 19:40:36
302,302,PayPal,833.26,success,6e803073-cb21-428c-b716-910fb79aceed,2025-08-09 19:40:36,2025-10-15 19:40:36
303,303,PayPal,354.19,failed,622defb4-771c-4576-ae0e-792108cd781f,2025-10-31 19:40:36,2025-11-06 19:40:36
304,304,Stripe,1243.72,pending,d5137c6a-f6b6-4159-9189-727279082d44,2025-11-06 19:40:36,2025-10-12 19:40:36
305,305,Adyen,1167.47,success,376c780b-c136-4179-a0a3-17b4ac54a9a8,2025-08-12 19:40:36,2025-10-08 19:40:36
306,306,Stripe,781.73,success,63620217-3d0a-4724-8c2d-a5556711c407,2025-10-19 19:40:36,2025-11-01 19:40:36
307,307,PayPal,108.9,refunded,9b798432-1297-402a-98a9-ce4affdaf11c,2025-09-21 19:40:36,2025-10-25 19:40:36
308,308,PayPal,558.69,failed,2606dba3-1de7-4910-b092-da690e35c6c8,2025-08-14 19:40:36,2025-10-16 19:40:36
309,309,Stripe,1327.04,success,8b371cff-1e71-4a96-ae4c-ae4b0ba81c22,2025-08-13 19:40:36,2025-10-15 19:40:36
310,310,Adyen,714.04,pending,301ef121-76a4-4ead-8b33-c3592a5b0c4d,2025-08-28 19:40:36,2025-10-19 19:40:36
311,311,Stripe,831.91,success,1b009e41-509f-4c51-8a34-ee9a7cdf152d,2025-11-04 19:40:36,2025-10-30 19:40:36
312,312,PayPal,124.18,success,94d685e0-a81b-4bdf-bb37-ab0c156c2b90,2025-09-14 19:40:36,2025-10-27 19:40:36
313,313,Adyen,245.47,pending,da4230a6-db7b-4765-8ec3-b22e2992cb82,2025-09-11 19:40:36,2025-10-26 19:40:36
314,314,PayPal,219.05,pending,81ec8412-7800-4d86-9053-d1a113324587,2025-10-23 19:40:36,2025-10-19 19:40:36
315,315,Stripe,172.95,pending,09302e3b-c826-4180-a0ae-141e1c003c0a,2025-09-19 19:40:36,2025-10-30 19:40:36
316,316,Stripe,1075.05,refunded,21ed24d4-ca53-4e02-87f6-f9b39d021dc7,2025-10-24 19:40:36,2025-10-13 19:40:36
317,317,Adyen,948.79,success,9f9dc9d1-d86a-4c96-b1e9-c25085e307c4,2025-09-02 19:40:36,2025-10-17 19:40:36
318,318,Stripe,511.54,refunded,2e015767-f9d2-46f3-b1b2-6c55dbd1258e,2025-09-01 19:40:36,2025-10-14 19:40:36
319,319,Stripe,1226.11,success,c0711fd4-f144-4533-9ea5-2f63c4eefadc,2025-09-21 19:40:36,2025-10-29 19:40:36
320,320,Stripe,648.37,success,b3729eee-2360-42ef-aed1-5198d4295c3a,2025-10-25 19:40:36,2025-10-22 19:40:36
321,321,PayPal,538.2,pending,27f56a81-db7a-48e2-9f46-73a2aa3a6fd8,2025-08-19 19:40:36,2025-10-11 19:40:36
322,322,PayPal,358.33,failed,0389f9e4-07ef-4502-83d5-a05d81d73b57,2025-10-29 19:40:36,2025-10-17 19:40:36
323,323,Stripe,1367.15,success,f4756acc-3669-4b53-b16d-58a8881f7045,2025-09-05 19:40:36,2025-10-11 19:40:36
324,324,Stripe,850.55,refunded,60a2e84f-a02b-4861-9952-136028e5dd91,2025-10-25 19:40:36,2025-10-08 19:40:36
325,325,Adyen,556.27,failed,1eb5425a-dbaa-4789-b26f-f73a65030cee,2025-09-25 19:40:36,2025-10-11 19:40:36
326,326,Stripe,538.75,pending,4a66fc2e-3319-4176-aea0-5defe890392b,2025-09-15 19:40:36,2025-11-02 19:40:36
327,327,PayPal,116.17,refunded,7e664c11-472c-4d6d-affe-03f3513578a2,2025-09-20 19:40:36,2025-10-27 19:40:36
328,328,Stripe,945.94,failed,0f8c621d-500f-4c3a-9e8c-595ee07b7fc8,2025-09-19 19:40:36,2025-10-07 19:40:36
329,329,PayPal,250.49,failed,2f86494d-360f-453c-a73c-1a09476db59b,2025-09-01 19:40:36,2025-10-30 19:40:36
330,330,Stripe,900.68,failed,54274662-2a6c-407b-a400-170bfa11af7e,2025-11-06 19:40:36,2025-10-08 19:40:36
331,331,PayPal,687.85,success,4455f6fd-5561-4661-b05d-ac520bb5cdb4,2025-08-14 19:40:36,2025-11-03 19:40:36
332,332,Stripe,338.26,pending,fb42d95a-15e6-4be2-86b3-925b94ccefe6,2025-11-01 19:40:36,2025-10-21 19:40:36
333,333,Stripe,238.52,pending,9eef7a7a-87ac-45fa-b734-ed0e50b07cdd,2025-08-16 19:40:36,2025-10-30 19:40:36
334,334,Stripe,1330.63,success,ca228dbc-acf6-4721-8682-8ca7dd0edae3,2025-10-05 19:40:36,2025-10-16 19:40:36
335,335,PayPal,1247.45,pending,ba62827c-e0dd-414e-b1d5-2489c45830b9,2025-09-18 19:40:36,2025-10-09 19:40:36
336,336,Stripe,33.64,failed,7dcf5f69-1ab4-4265-b4ca-747d6f6137df,2025-10-13 19:40:36,2025-10-12 19:40:36
337,337,Adyen,1469.01,refunded,e390629a-77d4-49b9-820f-7f7af9fcaa43,2025-10-15 19:40:36,2025-10-30 19:40:36
338,338,PayPal,119.43,refunded,3ca6eb72-a8f0-4f75-8086-582a8ca04b1d,2025-09-01 19:40:36,2025-10-26 19:40:36
339,339,PayPal,1164.83,pending,addb88fe-e961-4d15-ace3-1625f3b589b1,2025-08-13 19:40:36,2025-10-30 19:40:36
340,340,Adyen,1160.31,failed,3dae2acf-4522-4e76-85b2-c04c15301489,2025-10-14 19:40:36,2025-10-30 19:40:36
341,341,Stripe,904.34,refunded,df99bd85-52ef-4853-86b9-be5b170fd164,2025-09-01 19:40:36,2025-10-19 19:40:36
342,342,PayPal,1456.56,refunded,b9208f2d-c394-436a-8ccb-1412477eb93a,2025-11-01 19:40:36,2025-10-30 19:40:36
343,343,Stripe,890.49,failed,913c868c-c67d-4df2-97e6-c17b928e5dfd,2025-08-20 19:40:36,2025-10-19 19:40:36
344,344,Adyen,288.08,failed,69273f91-a984-447b-91ac-46e8e674d47f,2025-09-28 19:40:36,2025-11-06 19:40:36
345,345,Adyen,30.57,failed,751db860-0c58-483f-b276-7b5b56db88c3,2025-09-05 19:40:36,2025-10-09 19:40:36
346,346,Stripe,497.65,failed,fdf5b81c-ed62-464d-b62f-ea9fbc20fac0,2025-08-08 19:40:36,2025-10-18 19:40:36
347,347,Stripe,778.62,refunded,c9b77b21-f9b4-43ad-b27b-7b99142869fd,2025-10-04 19:40:36,2025-11-02 19:40:36
348,348,Stripe,733.34,refunded,618d39cf-3f44-4732-96d6-bb66d843b8bf,2025-09-06 19:40:36,2025-10-25 19:40:36
349,349,Stripe,1099.14,success,f9c04ad5-7616-40ba-81cc-453fbc814130,2025-09-27 19:40:36,2025-10-21 19:40:36
350,350,Stripe,231.19,refunded,bf79c877-6d50-4700-9627-4c8340c9d3ee,2025-10-25 19:40:36,2025-10-10 19:40:36
351,351,Adyen,148.3,success,4d9814e3-3a6c-44ab-80fb-89514dab1143,2025-09-09 19:40:36,2025-10-30 19:40:36
352,352,PayPal,356.37,refunded,2d0c1377-39d7-46a1-8f5c-0cbbe7836932,2025-10-18 19:40:36,2025-10-11 19:40:36
353,353,PayPal,116.26,success,2b668679-524d-4aeb-83ff-567f474b1cbe,2025-09-24 19:40:36,2025-10-08 19:40:36
354,354,PayPal,102.43,pending,751dddfb-7749-4c97-98c7-be7ef29884ae,2025-09-08 19:40:36,2025-11-03 19:40:36
355,355,PayPal,614.16,failed,960b5f86-38d7-42a0-956c-2f8aa9806194,2025-09-05 19:40:36,2025-10-27 19:40:36
356,356,Stripe,55.86,pending,46344ee5-81aa-4950-b79c-335ed0b2d5d7,2025-11-04 19:40:36,2025-10-23 19:40:36
357,357,Adyen,1415.55,refunded,706c0933-2748-480f-87f8-7652a7ced9c5,2025-10-19 19:40:36,2025-10-13 19:40:36
358,358,Stripe,409.24,failed,9f59890a-2732-4b9c-a929-77c124d8e12e,2025-10-18 19:40:36,2025-10-20 19:40:36
359,359,PayPal,1008.48,success,c33336fa-e06e-40d5-92fe-451c9a9a0b01,2025-10-29 19:40:36,2025-10-11 19:40:36
360,360,Stripe,959.64,refunded,5b3c5078-893b-41c2-874d-67567cc8ba03,2025-10-15 19:40:36,2025-10-08 19:40:36
361,361,Adyen,938.5,pending,867378b9-28ef-400e-b5ce-bd71730a8299,2025-10-03 19:40:36,2025-11-01 19:40:36
362,362,Adyen,1244.95,failed,056e2828-25fb-4483-a747-e01a2b7cf898,2025-09-05 19:40:36,2025-11-04 19:40:36
363,363,Stripe,200.94,failed,ec77334f-e611-49a9-8ad1-86ec302c88b5,2025-10-15 19:40:36,2025-10-30 19:40:36
364,364,Stripe,1402.6,pending,8640856b-0c67-4a10-934e-84c643f03cfa,2025-10-20 19:40:36,2025-11-04 19:40:36
365,365,Adyen,53.63,success,2504f932-0f31-4765-a889-92fa7062a63d,2025-08-21 19:40:36,2025-10-14 19:40:36
366,366,Stripe,1337.68,pending,5c0e1ae8-fcc7-4d68-84dc-8242d142ef93,2025-08-08 19:40:36,2025-10-19 19:40:36
367,367,PayPal,260.71,refunded,2a3b5824-5029-4bed-a9eb-6530587255ef,2025-08-14 19:40:36,2025-11-01 19:40:36
368,368,PayPal,165.55,success,d55654bc-e51b-44cf-8dd1-f6efeba896de,2025-09-15 19:40:36,2025-10-08 19:40:36
369,369,Stripe,440.23,failed,02a4be54-8b12-472f-8e52-660d32cc3392,2025-10-13 19:40:36,2025-10-30 19:40:36
370,370,PayPal,670.34,pending,a355c813-112a-40bf-b5fa-5514d326eec6,2025-10-18 19:40:36,2025-10-23 19:40:36
371,371,Stripe,1493.83,refunded,5ed74072-ffa9-4479-a27f-e18b3ef7648b,2025-10-30 19:40:36,2025-10-27 19:40:36
372,372,PayPal,1421.59,refunded,2881f882-9c17-44be-ba61-892319c3d196,2025-10-02 19:40:36,2025-10-13 19:40:36
373,373,Adyen,1234.59,pending,22107012-03e5-49d3-88c2-c3e84bddf2bb,2025-10-12 19:40:36,2025-10-15 19:40:36
374,374,Stripe,164.79,pending,e81337cf-bd51-4daf-bdf9-bf472c33f8b9,2025-09-07 19:40:36,2025-11-03 19:40:36
375,375,Adyen,724.16,success,c17550ba-3d1b-4ad4-92be-24d8a1f70ba5,2025-10-06 19:40:36,2025-10-18 19:40:36
376,376,Adyen,1018.48,refunded,dff19830-5260-4662-85b1-63c5f2740759,2025-10-25 19:40:36,2025-10-07 19:40:36
377,377,Stripe,250.62,pending,93bbc68a-ed02-47eb-9e69-b34a7ac18d45,2025-08-28 19:40:36,2025-10-16 19:40:36
378,378,PayPal,1182.84,refunded,c3f5d1f8-14fb-4bd6-9c97-552d3839276b,2025-08-16 19:40:36,2025-10-14 19:40:36
379,379,Adyen,1105.06,failed,65a007a1-7e92-4360-b444-05f701f0c240,2025-09-23 19:40:36,2025-10-28 19:40:36
380,380,Stripe,1114.29,success,b7058d00-b453-4b35-9216-5d20f45dd9c7,2025-09-02 19:40:36,2025-10-14 19:40:36
381,381,PayPal,1028.34,pending,5a3564c2-b350-486b-a00f-c416d22f724b,2025-10-18 19:40:36,2025-10-26 19:40:36
382,382,PayPal,522.24,failed,7a6f5476-da76-4732-8b22-eb7e82eeaecf,2025-09-30 19:40:36,2025-10-23 19:40:36
383,383,Stripe,1374.48,failed,11bd2bd9-7f80-48dc-a342-e83434171f96,2025-08-30 19:40:36,2025-10-31 19:40:36
384,384,Stripe,561.29,pending,76c2d593-01da-44bd-a7ba-25970bd0a71e,2025-08-11 19:40:36,2025-10-18 19:40:36
385,385,Stripe,67.16,pending,fd58c625-78ee-4f89-a832-292c676ecf13,2025-08-15 19:40:36,2025-10-13 19:40:36
386,386,Adyen,360.84,failed,de6ca4bd-f683-48c1-b6b7-fb735e772cd7,2025-10-05 19:40:36,2025-10-13 19:40:36
387,387,Adyen,630.81,failed,1e27c520-8404-4348-9c94-9a345eda886c,2025-09-08 19:40:36,2025-10-22 19:40:36
388,388,PayPal,231.58,failed,2364e591-6f83-40bd-b1a8-4b657da245da,2025-09-20 19:40:36,2025-10-16 19:40:36
389,389,Adyen,1055.67,failed,102deeb9-f8bf-4682-9687-5ff311c89f20,2025-11-01 19:40:36,2025-11-02 19:40:36
390,390,PayPal,1359.16,failed,dd267750-32d2-4eb6-826e-1c8714d8f88f,2025-09-07 19:40:36,2025-10-31 19:40:36
391,391,Adyen,971.74,pending,1f4d3b0d-5c6b-48da-9627-fed421527cbc,2025-10-09 19:40:36,2025-10-11 19:40:36
392,392,Stripe,355.67,failed,9c8f7654-6f33-4fcd-aa13-addfee09a512,2025-09-24 19:40:36,2025-10-31 19:40:36
393,393,PayPal,1313.85,failed,2915015c-5cfe-41b4-9001-0cea1a4a0c8a,2025-11-05 19:40:36,2025-11-01 19:40:36
394,394,Stripe,156.55,refunded,268818e2-94ce-46b9-b04d-3a531d4cddbb,2025-10-02 19:40:36,2025-11-02 19:40:36
395,395,Adyen,1210.16,failed,6da629fa-a65d-4a27-b0a2-0ad800f7ebb3,2025-08-12 19:40:36,2025-10-11 19:40:36
396,396,PayPal,64.29,pending,7d13050f-1677-4016-8b72-04ae67979abb,2025-10-11 19:40:36,2025-11-04 19:40:36
397,397,Stripe,844.93,failed,b6c6b3ac-b625-43b9-9bea-ee8550cd64a8,2025-08-16 19:40:36,2025-10-12 19:40:36
398,398,Adyen,1475.6,pending,05e11254-f55f-4dc2-8541-20bfd5808f12,2025-08-16 19:40:36,2025-10-23 19:40:36
399,399,PayPal,192.45,failed,2e419993-25e5-45a0-ac34-59058a51f985,2025-10-13 19:40:36,2025-10-20 19:40:36
400,400,PayPal,155.09,refunded,b7614eef-0228-4ff7-b2c8-62a6ecd46ce7,2025-10-21 19:40:36,2025-10-19 19:40:36
401,401,Stripe,567.02,success,306915b7-3455-48d7-a96b-d10e57700f5e,2025-11-06 19:40:36,2025-11-05 19:40:36
