order_item_id,order_id,product_id,quantity,unit_price,discount,created_at,updated_at
720,232,129,1,307.23,6.95,2025-11-05 19:40:36,2025-11-05 19:40:36
721,232,88,2,302.72,44.67,2025-09-13 19:40:36,2025-10-18 19:40:36
722,232,70,1,210.93,39.26,2025-08-26 19:40:36,2025-11-06 19:40:36
723,232,69,2,403.35,41.7,2025-09-04 19:40:36,2025-10-18 19:40:36
724,232,91,3,53.63,37.75,2025-09-01 19:40:36,2025-10-14 19:40:36
725,233,106,2,219.11,45.69,2025-10-20 19:40:36,2025-11-06 19:40:36
726,233,200,2,330.69,26.05,2025-09-14 19:40:36,2025-10-23 19:40:36
727,233,167,3,95.15,34.69,2025-10-01 19:40:36,2025-10-07 19:40:36
728,233,109,2,297.73,37.65,2025-10-30 19:40:36,2025-11-05 19:40:36
729,233,51,1,473.25,31.07,2025-08-26 19:40:36,2025-10-08 19:40:36
730,234,3,3,62.78,43.66,2025-10-11 19:40:36,2025-10-12 19:40:36
731,234,179,2,121.11,43.58,2025-08-19 19:40:36,2025-10-14 19:40:36
732,235,67,2,282.11,38.99,2025-09-05 19:40:36,2025-10-19 19:40:36
733,235,102,3,239.64,12.49,2025-08-23 19:40:36,2025-11-04 19:40:36
734,235,37,3,454.55,11.76,2025-10-08 19:40:36,2025-10-26 19:40:36
735,235,200,1,303.69,10.27,2025-10-18 19:40:36,2025-10-29 19:40:36
736,236,144,1,85.15,29.64,2025-10-16 19:40:36,2025-11-06 19:40:36
737,236,154,3,220.72,22.04,2025-08-20 19:40:36,2025-11-04 19:40:36
738,237,66,1,52.97,43.5,2025-09-03 19:40:36,2025-10-17 19:40:36
739,237,35,2,85.85,30.96,2025-10-23 19:40:36,2025-10-19 19:40:36
740,238,55,2,370.34,42.06,2025-11-01 19:40:36,2025-10-10 19:40:36
741,238,156,2,436.97,27.04,2025-08-22 19:40:36,2025-10-28 19:40:36
742,238,32,3,137.62,27.16,2025-09-30 19:40:36,2025-10-31 19:40:36
743,238,89,2,172.03,20.07,2025-08-29 19:40:36,2025-11-05 19:40:36
744,239,61,2,399.22,15.0,2025-09-25 19:40:36,2025-10-29 19:40:36
745,239,89,3,367.31,1.76,2025-08-25 19:40:36,2025-10-22 19:40:36
746,239,2,3,88.72,8.45,2025-10-18 19:40:36,2025-10-12 19:40:36
747,240,67,3,482.33,24.21,2025-09-12 19:40:36,2025-10-18 19:40:36
748,240,79,3,271.77,44.69,2025-10-06 19:40:36,2025-10-13 19:40:36
749,241,35,2,201.27,1.09,2025-08-17 19:40:36,2025-11-05 19:40:36
750,242,148,3,104.53,2.02,2025-08-24 19:40:36,2025-10-26 19:40:36
751,243,86,1,241.41,18.7,2025-08-30 19:40:36,2025-10-18 19:40:36
752,244,116,1,236.85,48.08,2025-08-29 19:40:36,2025-10-11 19:40:36
753,245,141,2,278.07,4.23,2025-09-05 19:40:36,2025-11-05 19:40:36
754,245,169,1,225.44,12.31,2025-08-19 19:40:36,2025-10-09 19:40:36
755,245,12,1,341.42,25.82,2025-10-03 19:40:36,2025-10-14 19:40:36
756,245,4,2,486.62,5.83,2025-09-20 19:40:36,2025-11-05 19:40:36
757,245,107,2,318.5,36.93,2025-10-16 19:40:36,2025-10-20 19:40:36
758,246,170,1,275.33,8.97,2025-11-04 19:40:36,2025-10-19 19:40:36
759,246,161,1,485.38,4.29,2025-08-30 19:40:36,2025-11-03 19:40:36
760,247,46,1,332.49,20.83,2025-08-26 19:40:36,2025-10-10 19:40:36
761,247,176,3,344.63,4.41,2025-09-30 19:40:36,2025-10-19 19:40:36
762,247,86,3,388.21,26.36,2025-08-24 19:40:36,2025-11-03 19:40:36
763,248,182,1,215.27,47.95,2025-10-29 19:40:36,2025-10-07 19:40:36
764,248,32,1,11.13,30.39,2025-08-29 19:40:36,2025-10-17 19:40:36
765,248,21,3,168.05,22.73,2025-11-01 19:40:36,2025-10-23 19:40:36
766,249,151,1,463.46,31.42,2025-10-02 19:40:36,2025-10-16 19:40:36
767,249,47,3,159.48,7.35,2025-08-29 19:40:36,2025-10-22 19:40:36
768,249,179,1,397.89,41.44,2025-10-13 19:40:36,2025-10-28 19:40:36
769,250,151,2,53.58,26.75,2025-09-16 19:40:36,2025-10-19 19:40:36
770,250,111,3,109.42,20.5,2025-10-20 19:40:36,2025-10-19 19:40:36
771,251,124,1,92.91,29.37,2025-10-16 19:40:36,2025-10-10 19:40:36
772,251,91,3,377.03,46.74,2025-08-10 19:40:36,2025-10-28 19:40:36
773,251,35,1,56.18,13.77,2025-08-10 19:40:36,2025-10-31 19:40:36
774,251,132,2,122.42,19.43,2025-08-14 19:40:36,2025-10-24 19:40:36
775,252,128,2,486.94,38.75,2025-10-01 19:40:36,2025-10-31 19:40:36
776,252,77,1,75.63,43.9,2025-10-18 19:40:36,2025-10-21 19:40:36
777,253,19,1,346.09,40.79,2025-10-13 19:40:36,2025-10-12 19:40:36
778,253,171,2,334.72,27.23,2025-08-17 19:40:36,2025-10-29 19:40:36
779,254,113,2,435.42,20.71,2025-10-18 19:40:36,2025-10-30 19:40:36
780,254,160,2,415.07,47.96,2025-10-15 19:40:36,2025-10-22 19:40:36
781,254,122,1,62.66,24.74,2025-09-12 19:40:36,2025-10-12 19:40:36
782,254,54,3,278.85,12.88,2025-10-19 19:40:36,2025-10-31 19:40:36
783,254,99,2,96.8,41.98,2025-10-05 19:40:36,2025-10-30 19:40:36
784,255,150,2,493.17,7.55,2025-08-24 19:40:36,2025-10-31 19:40:36
785,255,67,2,435.79,2.14,2025-10-08 19:40:36,2025-10-26 19:40:36
786,255,86,1,439.94,34.57,2025-10-12 19:40:36,2025-11-03 19:40:36
787,255,111,3,10.08,44.36,2025-10-02 19:40:36,2025-10-14 19:40:36
788,256,180,3,443.18,4.91,2025-10-09 19:40:36,2025-11-02 19:40:36
789,257,35,2,343.17,13.57,2025-08-11 19:40:36,2025-10-19 19:40:36
790,257,95,1,439.81,49.84,2025-10-15 19:40:36,2025-11-04 19:40:36
791,257,97,3,336.33,1.67,2025-09-28 19:40:36,2025-10-25 19:40:36
792,258,50,1,314.04,18.53,2025-08-15 19:40:36,2025-10-17 19:40:36
793,258,62,2,299.72,34.82,2025-08-22 19:40:36,2025-11-01 19:40:36
794,258,36,1,313.64,38.35,2025-09-24 19:40:36,2025-10-15 19:40:36
795,258,75,2,53.81,18.06,2025-10-05 19:40:36,2025-10-12 19:40:36
796,258,67,2,202.66,10.89,2025-09-10 19:40:36,2025-11-02 19:40:36
797,259,16,1,111.95,47.32,2025-09-07 19:40:36,2025-10-22 19:40:36
798,259,179,2,221.99,48.57,2025-10-06 19:40:36,2025-10-18 19:40:36
799,259,67,3,222.67,15.33,2025-08-31 19:40:36,2025-10-26 19:40:36
800,259,59,1,177.98,32.79,2025-08-20 19:40:36,2025-10-18 19:40:36
801,259,94,3,255.2,40.86,2025-11-01 19:40:36,2025-11-01 19:40:36
802,260,86,3,372.27,20.37,2025-08-20 19:40:36,2025-11-02 19:40:36
803,260,174,1,485.8,22.35,2025-10-29 19:40:36,2025-10-11 19:40:36
804,260,133,2,307.49,17.24,2025-10-16 19:40:36,2025-10-10 19:40:36
805,260,108,2,471.77,31.4,2025-10-16 19:40:36,2025-10-24 19:40:36
806,260,52,3,269.35,22.63,2025-10-15 19:40:36,2025-11-05 19:40:36
807,261,132,2,199.92,10.29,2025-10-16 19:40:36,2025-10-12 19:40:36
808,261,55,2,154.39,8.46,2025-10-30 19:40:36,2025-10-14 19:40:36
809,261,51,2,73.74,17.17,2025-08-31 19:40:36,2025-11-04 19:40:36
810,261,166,1,20.05,43.19,2025-09-16 19:40:36,2025-11-05 19:40:36
811,261,153,3,361.58,4.76,2025-10-18 19:40:36,2025-10-19 19:40:36
812,262,174,1,31.45,20.08,2025-10-21 19:40:36,2025-11-05 19:40:36
813,262,175,1,251.11,27.04,2025-10-03 19:40:36,2025-10-29 19:40:36
814,262,4,2,389.5,14.34,2025-10-19 19:40:36,2025-10-29 19:40:36
815,262,186,3,122.97,14.18,2025-09-26 19:40:36,2025-10-16 19:40:36
816,263,37,2,185.17,39.0,2025-10-14 19:40:36,2025-10-12 19:40:36
817,264,43,2,16.32,24.31,2025-08-22 19:40:36,2025-10-09 19:40:36
818,264,147,2,398.46,4.63,2025-10-10 19:40:36,2025-10-26 19:40:36
819,264,148,2,59.81,12.35,2025-10-22 19:40:36,2025-11-03 19:40:36
820,264,35,1,90.7,16.63,2025-08-16 19:40:36,2025-11-02 19:40:36
821,264,140,2,29.62,37.3,2025-08-31 19:40:36,2025-10-27 19:40:36
822,265,135,3,463.05,37.52,2025-09-26 19:40:36,2025-10-14 19:40:36
823,265,13,2,83.13,23.99,2025-11-04 19:40:36,2025-11-03 19:40:36
824,265,145,2,460.24,11.36,2025-09-28 19:40:36,2025-10-14 19:40:36
825,266,7,2,289.68,3.27,2025-08-22 19:40:36,2025-10-18 19:40:36
826,267,186,3,447.87,2.28,2025-08-11 19:40:36,2025-10-20 19:40:36
827,267,108,2,303.83,46.46,2025-10-30 19:40:36,2025-10-07 19:40:36
828,268,137,1,201.43,9.15,2025-10-26 19:40:36,2025-10-14 19:40:36
829,268,79,2,31.95,44.28,2025-08-22 19:40:36,2025-10-26 19:40:36
830,269,20,3,19.49,11.73,2025-09-10 19:40:36,2025-10-17 19:40:36
831,269,171,3,243.85,16.2,2025-09-16 19:40:36,2025-10-08 19:40:36
832,269,161,2,157.96,9.41,2025-11-05 19:40:36,2025-11-04 19:40:36
833,269,50,2,288.15,13.35,2025-08-08 19:40:36,2025-10-07 19:40:36
834,270,15,3,445.82,36.28,2025-09-16 19:40:36,2025-11-06 19:40:36
835,271,164,2,9.55,28.37,2025-09-08 19:40:36,2025-10-28 19:40:36
836,271,191,1,300.42,24.82,2025-09-27 19:40:36,2025-11-01 19:40:36
837,272,10,3,267.33,8.96,2025-10-21 19:40:36,2025-10-14 19:40:36
838,273,156,3,18.33,42.97,2025-09-16 19:40:36,2025-11-06 19:40:36
839,274,99,3,228.46,45.94,2025-08-10 19:40:36,2025-10-11 19:40:36
840,274,146,2,145.11,9.47,2025-09-11 19:40:36,2025-10-10 19:40:36
841,274,19,2,198.71,19.8,2025-10-07 19:40:36,2025-10-27 19:40:36
842,274,75,1,20.34,10.63,2025-10-25 19:40:36,2025-10-09 19:40:36
843,274,132,2,326.97,17.79,2025-09-15 19:40:36,2025-10-31 19:40:36
844,275,147,1,373.05,31.0,2025-09-12 19:40:36,2025-10-24 19:40:36
845,275,144,2,291.46,23.85,2025-09-27 19:40:36,2025-10-18 19:40:36
846,276,70,3,15.25,23.39,2025-10-03 19:40:36,2025-10-07 19:40:36
847,276,180,2,353.65,47.17,2025-08-26 19:40:36,2025-11-05 19:40:36
848,276,8,3,78.87,36.63,2025-09-30 19:40:36,2025-11-05 19:40:36
849,277,98,1,477.39,10.46,2025-10-21 19:40:36,2025-11-06 19:40:36
850,277,80,1,7.46,33.25,2025-10-09 19:40:36,2025-11-02 19:40:36
851,277,126,1,497.38,13.39,2025-11-05 19:40:36,2025-10-13 19:40:36
852,277,185,1,311.71,16.31,2025-09-22 19:40:36,2025-10-26 19:40:36
853,278,21,3,289.45,2.39,2025-08-24 19:40:36,2025-10-11 19:40:36
854,278,102,1,229.84,30.86,2025-10-01 19:40:36,2025-10-20 19:40:36
855,278,171,1,418.84,17.23,2025-09-27 19:40:36,2025-10-19 19:40:36
856,278,2,1,240.61,43.85,2025-10-13 19:40:36,2025-10-24 19:40:36
857,278,199,2,494.01,19.59,2025-09-09 19:40:36,2025-11-02 19:40:36
858,279,51,3,445.09,23.32,2025-10-09 19:40:36,2025-10-27 19:40:36
859,279,158,3,176.94,49.73,2025-10-11 19:40:36,2025-10-12 19:40:36
860,279,160,2,67.92,6.32,2025-08-24 19:40:36,2025-10-17 19:40:36
861,279,52,2,77.72,8.05,2025-10-01 19:40:36,2025-11-05 19:40:36
862,280,45,3,139.59,19.36,2025-10-18 19:40:36,2025-10-17 19:40:36
863,280,149,1,274.2,29.71,2025-10-13 19:40:36,2025-10-25 19:40:36
864,281,116,1,10.7,47.04,2025-09-25 19:40:36,2025-10-31 19:40:36
865,281,186,1,372.36,25.21,2025-10-08 19:40:36,2025-10-18 19:40:36
866,282,106,1,454.96,44.31,2025-10-03 19:40:36,2025-10-17 19:40:36
867,283,29,1,120.03,41.71,2025-09-05 19:40:36,2025-11-03 19:40:36
868,283,100,3,290.61,6.86,2025-08-23 19:40:36,2025-10-27 19:40:36
869,284,181,2,208.17,33.75,2025-08-23 19:40:36,2025-10-12 19:40:36
870,285,2,3,91.91,15.2,2025-08-09 19:40:36,2025-10-13 19:40:36
871,286,142,2,203.85,39.84,2025-09-25 19:40:36,2025-10-22 19:40:36
872,286,158,2,161.28,6.25,2025-09-13 19:40:36,2025-11-02 19:40:36
873,286,106,1,124.33,19.4,2025-10-20 19:40:36,2025-10-13 19:40:36
874,286,89,2,440.01,43.37,2025-09-24 19:40:36,2025-11-03 19:40:36
875,286,143,1,128.38,13.68,2025-09-09 19:40:36,2025-10-27 19:40:36
876,287,189,1,13.79,13.07,2025-09-21 19:40:36,2025-11-02 19:40:36
877,287,161,3,410.84,26.3,2025-10-28 19:40:36,2025-10-10 19:40:36
878,288,82,2,154.59,28.82,2025-08-13 19:40:36,2025-11-06 19:40:36
879,288,78,3,70.95,48.08,2025-08-25 19:40:36,2025-10-14 19:40:36
880,288,78,3,75.12,23.96,2025-08-19 19:40:36,2025-11-01 19:40:36
881,288,169,3,228.81,37.39,2025-10-02 19:40:36,2025-10-08 19:40:36
882,288,122,3,343.87,32.77,2025-08-09 19:40:36,2025-10-14 19:40:36
883,289,189,2,299.74,5.49,2025-08-20 19:40:36,2025-10-21 19:40:36
884,289,180,1,280.3,32.39,2025-09-02 19:40:36,2025-10-14 19:40:36
885,290,74,1,203.18,13.9,2025-09-21 19:40:36,2025-10-31 19:40:36
886,290,198,3,220.81,44.22,2025-08-16 19:40:36,2025-10-31 19:40:36
887,291,106,3,351.07,46.57,2025-10-11 19:40:36,2025-10-22 19:40:36
888,291,117,2,24.21,3.13,2025-09-24 19:40:36,2025-10-14 19:40:36
889,291,181,2,437.83,24.7,2025-10-09 19:40:36,2025-10-23 19:40:36
890,291,153,1,425.25,47.49,2025-09-21 19:40:36,2025-10-31 19:40:36
891,292,184,2,346.12,42.46,2025-10-24 19:40:36,2025-10-12 19:40:36
892,292,77,2,243.84,49.93,2025-09-18 19:40:36,2025-10-31 19:40:36
893,293,22,2,379.57,38.43,2025-09-02 19:40:36,2025-10-15 19:40:36
894,293,77,2,302.4,15.49,2025-09-14 19:40:36,2025-11-04 19:40:36
895,294,64,3,470.73,37.15,2025-10-06 19:40:36,2025-10-17 19:40:36
896,294,131,3,195.05,11.68,2025-09-18 19:40:36,2025-10-13 19:40:36
897,295,105,1,70.93,11.25,2025-09-22 19:40:36,2025-11-02 19:40:36
898,295,22,3,40.23,42.93,2025-09-08 19:40:36,2025-10-07 19:40:36
899,295,128,2,413.88,36.27,2025-10-14 19:40:36,2025-10-07 19:40:36
900,295,177,1,22.26,31.08,2025-10-14 19:40:36,2025-11-02 19:40:36
901,295,113,1,110.16,18.91,2025-08-17 19:40:36,2025-10-18 19:40:36
902,296,194,3,385.83,6.67,2025-08-25 19:40:36,2025-10-24 19:40:36
903,296,192,1,273.53,27.0,2025-08-08 19:40:36,2025-10-13 19:40:36
904,296,25,3,162.66,47.55,2025-08-15 19:40:36,2025-10-22 19:40:36
905,296,140,3,89.23,23.76,2025-10-26 19:40:36,2025-10-08 19:40:36
906,297,134,2,112.17,16.52,2025-08-23 19:40:36,2025-11-03 19:40:36
907,297,83,3,392.4,28.41,2025-10-20 19:40:36,2025-10-28 19:40:36
908,298,179,3,41.4,34.55,2025-09-05 19:40:36,2025-10-29 19:40:36
909,298,52,3,343.15,4.58,2025-09-01 19:40:36,2025-11-04 19:40:36
910,299,83,3,128.17,46.01,2025-09-15 19:40:36,2025-10-25 19:40:36
911,300,158,1,496.13,29.49,2025-09-28 19:40:36,2025-10-20 19:40:36
912,300,77,1,412.32,18.83,2025-08-15 19:40:36,2025-10-10 19:40:36
913,300,114,3,273.12,33.56,2025-08-27 19:40:36,2025-10-09 19:40:36
914,301,173,2,435.38,28.24,2025-10-19 19:40:36,2025-10-26 19:40:36
915,302,145,2,343.16,21.49,2025-08-09 19:40:36,2025-10-15 19:40:36
916,302,25,3,460.06,8.06,2025-09-12 19:40:36,2025-10-26 19:40:36
917,302,188,2,249.69,49.3,2025-10-03 19:40:36,2025-11-03 19:40:36
918,302,40,2,462.41,36.19,2025-08-25 19:40:36,2025-10-21 19:40:36
919,303,148,1,283.6,34.22,2025-08-21 19:40:36,2025-11-01 19:40:36
920,303,166,2,80.65,43.27,2025-10-13 19:40:36,2025-10-21 19:40:36
921,303,100,3,12.13,10.73,2025-10-11 19:40:36,2025-10-19 19:40:36
922,304,6,3,476.44,6.47,2025-09-25 19:40:36,2025-10-12 19:40:36
923,304,178,2,420.0,18.84,2025-10-16 19:40:36,2025-11-03 19:40:36
924,304,28,2,219.62,21.21,2025-10-19 19:40:36,2025-10-12 19:40:36
925,305,140,1,134.63,28.58,2025-11-04 19:40:36,2025-10-20 19:40:36
926,305,68,2,79.76,32.32,2025-10-28 19:40:36,2025-10-10 19:40:36
927,305,183,1,159.25,40.45,2025-09-04 19:40:36,2025-10-28 19:40:36
928,305,166,2,128.12,18.34,2025-10-09 19:40:36,2025-10-24 19:40:36
929,306,69,2,490.23,38.34,2025-08-13 19:40:36,2025-10-27 19:40:36
930,306,107,3,178.14,17.9,2025-09-21 19:40:36,2025-10-11 19:40:36
931,307,83,3,58.73,33.12,2025-11-01 19:40:36,2025-10-19 19:40:36
932,307,10,2,248.3,33.23,2025-08-13 19:40:36,2025-10-25 19:40:36
933,307,192,1,35.47,21.91,2025-10-30 19:40:36,2025-10-10 19:40:36
934,308,134,2,461.86,41.56,2025-10-11 19:40:36,2025-10-18 19:40:36
935,308,189,1,23.75,6.63,2025-08-23 19:40:36,2025-10-31 19:40:36
936,308,143,3,209.26,42.95,2025-10-17 19:40:36,2025-11-02 19:40:36
937,308,5,1,116.28,2.89,2025-09-20 19:40:36,2025-11-03 19:40:36
938,308,194,2,210.83,9.17,2025-08-18 19:40:36,2025-10-08 19:40:36
939,309,90,2,43.65,27.37,2025-10-26 19:40:36,2025-10-29 19:40:36
940,309,152,3,490.14,16.63,2025-10-07 19:40:36,2025-10-30 19:40:36
941,310,84,1,273.08,26.08,2025-09-14 19:40:36,2025-10-28 19:40:36
942,310,119,2,363.47,0.59,2025-09-25 19:40:36,2025-11-06 19:40:36
943,310,161,3,407.84,22.03,2025-08-12 19:40:36,2025-11-05 19:40:36
944,310,37,1,69.14,47.34,2025-09-21 19:40:36,2025-11-05 19:40:36
945,310,144,3,201.75,25.81,2025-09-09 19:40:36,2025-10-16 19:40:36
946,311,60,2,60.9,46.96,2025-10-20 19:40:36,2025-10-18 19:40:36
947,311,49,1,77.11,36.68,2025-08-20 19:40:36,2025-10-18 19:40:36
948,311,140,1,450.59,14.45,2025-08-27 19:40:36,2025-10-20 19:40:36
949,311,77,2,151.35,37.5,2025-09-20 19:40:36,2025-10-16 19:40:36
950,311,52,1,190.7,49.16,2025-10-04 19:40:36,2025-11-02 19:40:36
951,312,80,2,41.82,25.11,2025-08-28 19:40:36,2025-10-30 19:40:36
952,312,112,2,332.33,18.58,2025-08-27 19:40:36,2025-10-20 19:40:36
953,312,171,1,401.95,34.09,2025-10-22 19:40:36,2025-10-14 19:40:36
954,312,94,3,462.03,22.95,2025-09-28 19:40:36,2025-10-18 19:40:36
955,313,97,2,310.79,4.19,2025-09-03 19:40:36,2025-10-14 19:40:36
956,313,135,2,447.85,5.29,2025-09-09 19:40:36,2025-10-10 19:40:36
957,313,67,1,393.14,9.06,2025-10-23 19:40:36,2025-10-29 19:40:36
958,313,186,2,311.32,14.17,2025-09-16 19:40:36,2025-10-30 19:40:36
959,314,84,2,272.2,30.08,2025-09-17 19:40:36,2025-10-24 19:40:36
960,314,176,1,161.28,15.3,2025-09-26 19:40:36,2025-10-24 19:40:36
961,314,101,3,458.54,37.84,2025-08-09 19:40:36,2025-10-19 19:40:36
962,314,62,1,46.34,46.16,2025-08-09 19:40:36,2025-11-01 19:40:36
963,315,127,2,363.23,26.26,2025-09-27 19:40:36,2025-10-22 19:40:36
964,316,25,1,16.98,31.01,2025-08-17 19:40:36,2025-11-05 19:40:36
965,316,107,2,103.61,30.71,2025-09-19 19:40:36,2025-11-05 19:40:36
966,316,74,1,363.87,26.04,2025-10-12 19:40:36,2025-10-27 19:40:36
967,317,148,2,463.62,23.5,2025-09-29 19:40:36,2025-10-25 19:40:36
968,317,21,3,152.4,49.82,2025-11-05 19:40:36,2025-10-21 19:40:36
969,318,77,1,355.46,8.67,2025-08-30 19:40:36,2025-10-07 19:40:36
970,318,156,2,273.72,33.92,2025-10-12 19:40:36,2025-10-08 19:40:36
971,318,131,3,41.73,26.35,2025-08-18 19:40:36,2025-11-03 19:40:36
972,319,93,2,89.03,17.86,2025-08-08 19:40:36,2025-10-13 19:40:36
973,320,196,2,17.55,15.77,2025-08-24 19:40:36,2025-11-03 19:40:36
974,320,69,1,202.21,13.64,2025-09-23 19:40:36,2025-10-25 19:40:36
975,320,39,2,409.27,9.61,2025-10-19 19:40:36,2025-10-19 19:40:36
976,321,128,3,392.5,28.27,2025-09-25 19:40:36,2025-11-05 19:40:36
977,321,42,2,312.42,36.0,2025-10-24 19:40:36,2025-10-30 19:40:36
978,321,159,1,299.72,17.58,2025-10-30 19:40:36,2025-10-20 19:40:36
979,321,178,3,323.52,45.07,2025-08-22 19:40:36,2025-10-28 19:40:36
980,321,142,3,364.0,43.51,2025-10-30 19:40:36,2025-11-01 19:40:36
981,322,23,2,432.16,10.43,2025-10-12 19:40:36,2025-10-20 19:40:36
982,323,59,3,448.74,3.21,2025-11-04 19:40:36,2025-10-21 19:40:36
983,323,180,2,193.34,36.54,2025-10-18 19:40:36,2025-10-21 19:40:36
984,323,96,2,424.13,48.74,2025-08-13 19:40:36,2025-11-03 19:40:36
985,323,16,1,116.06,48.44,2025-10-02 19:40:36,2025-10-25 19:40:36
986,323,88,2,360.74,29.34,2025-10-14 19:40:36,2025-10-24 19:40:36
987,324,92,2,335.81,38.55,2025-10-13 19:40:36,2025-11-04 19:40:36
988,324,96,2,232.68,15.95,2025-08-22 19:40:36,2025-10-21 19:40:36
989,324,187,1,271.24,16.73,2025-10-11 19:40:36,2025-10-19 19:40:36
990,324,110,3,416.02,14.04,2025-08-28 19:40:36,2025-11-05 19:40:36
991,325,79,2,290.09,22.75,2025-08-25 19:40:36,2025-10-30 19:40:36
992,325,36,3,260.73,23.35,2025-09-15 19:40:36,2025-10-11 19:40:36
993,325,38,1,130.36,23.43,2025-10-02 19:40:36,2025-10-28 19:40:36
994,325,115,2,274.39,39.53,2025-10-28 19:40:36,2025-11-01 19:40:36
995,326,90,3,398.5,45.2,2025-10-28 19:40:36,2025-11-02 19:40:36
996,327,179,3,286.5,9.49,2025-10-31 19:40:36,2025-11-05 19:40:36
997,327,116,1,271.05,33.34,2025-09-13 19:40:36,2025-11-06 19:40:36
998,327,149,3,254.98,7.76,2025-09-15 19:40:36,2025-11-06 19:40:36
999,328,5,2,50.2,37.05,2025-08-17 19:40:36,2025-10-25 19:40:36
1000,328,6,1,357.69,34.84,2025-10-10 19:40:36,2025-10-18 19:40:36
1001,329,61,2,274.49,8.44,2025-09-27 19:40:36,2025-10-11 19:40:36
1002,329,117,1,476.36,19.5,2025-08-24 19:40:36,2025-10-13 19:40:36
1003,330,14,1,222.24,2.79,2025-10-01 19:40:36,2025-10-31 19:40:36
1004,330,29,1,92.65,23.0,2025-10-17 19:40:36,2025-10-19 19:40:36
1005,331,107,1,387.24,28.46,2025-10-08 19:40:36,2025-10-07 19:40:36
1006,331,17,3,213.39,46.19,2025-08-23 19:40:36,2025-11-04 19:40:36
1007,331,199,3,499.63,33.21,2025-10-15 19:40:36,2025-11-04 19:40:36
1008,331,178,3,399.18,40.72,2025-08-14 19:40:36,2025-10-09 19:40:36
1009,331,40,1,481.61,22.41,2025-10-23 19:40:36,2025-10-27 19:40:36
1010,332,3,3,23.97,22.92,2025-09-21 19:40:36,2025-10-12 19:40:36
1011,333,138,3,201.84,3.41,2025-09-27 19:40:36,2025-10-25 19:40:36
1012,333,2,2,245.81,28.29,2025-08-16 19:40:36,2025-10-18 19:40:36
1013,333,106,1,260.32,1.65,2025-08-18 19:40:36,2025-10-10 19:40:36
1014,334,100,3,196.96,22.2,2025-10-09 19:40:36,2025-11-03 19:40:36
1015,334,161,3,8.06,26.14,2025-09-07 19:40:36,2025-11-06 19:40:36
1016,334,46,1,318.1,13.94,2025-08-29 19:40:36,2025-10-08 19:40:36
1017,335,9,3,203.71,34.9,2025-09-29 19:40:36,2025-10-24 19:40:36
1018,335,19,2,431.44,35.48,2025-10-14 19:40:36,2025-10-10 19:40:36
1019,335,93,3,93.9,39.47,2025-10-17 19:40:36,2025-10-14 19:40:36
1020,335,125,3,279.54,26.49,2025-09-08 19:40:36,2025-11-02 19:40:36
1021,336,101,3,490.95,29.99,2025-10-13 19:40:36,2025-11-02 19:40:36
1022,336,92,3,419.83,25.49,2025-09-19 19:40:36,2025-10-15 19:40:36
1023,336,100,1,408.79,49.12,2025-09-25 19:40:36,2025-11-02 19:40:36
1024,336,75,2,428.62,44.54,2025-08-12 19:40:36,2025-10-31 19:40:36
1025,337,130,1,465.75,45.9,2025-09-22 19:40:36,2025-10-12 19:40:36
1026,337,97,1,176.74,19.1,2025-11-03 19:40:36,2025-10-17 19:40:36
1027,338,14,2,83.89,46.86,2025-08-12 19:40:36,2025-10-23 19:40:36
1028,338,133,3,39.19,48.31,2025-10-18 19:40:36,2025-10-21 19:40:36
1029,339,101,3,438.6,44.66,2025-11-05 19:40:36,2025-11-06 19:40:36
1030,339,176,2,369.06,10.31,2025-09-04 19:40:36,2025-10-10 19:40:36
1031,339,82,1,428.37,4.8,2025-11-01 19:40:36,2025-10-28 19:40:36
1032,339,8,2,139.15,16.42,2025-09-13 19:40:36,2025-11-03 19:40:36
1033,340,34,1,470.16,29.57,2025-08-13 19:40:36,2025-10-10 19:40:36
1034,340,154,1,473.99,33.94,2025-10-29 19:40:36,2025-10-17 19:40:36
1035,340,39,1,90.45,21.44,2025-09-26 19:40:36,2025-10-23 19:40:36
1036,341,65,3,254.42,48.86,2025-10-15 19:40:36,2025-11-01 19:40:36
1037,342,145,3,77.56,7.82,2025-10-09 19:40:36,2025-10-09 19:40:36
1038,342,178,2,282.39,41.45,2025-11-05 19:40:36,2025-10-08 19:40:36
1039,342,100,2,25.76,1.56,2025-10-01 19:40:36,2025-10-07 19:40:36
1040,342,110,1,303.38,22.88,2025-08-19 19:40:36,2025-10-09 19:40:36
1041,342,94,3,54.41,35.54,2025-10-25 19:40:36,2025-10-08 19:40:36
1042,343,29,3,168.58,14.42,2025-10-18 19:40:36,2025-11-02 19:40:36
1043,343,111,2,74.29,12.11,2025-10-14 19:40:36,2025-10-09 19:40:36
1044,343,146,2,395.6,38.91,2025-11-06 19:40:36,2025-11-01 19:40:36
1045,344,87,2,131.23,28.04,2025-09-09 19:40:36,2025-10-28 19:40:36
1046,345,24,2,353.51,17.35,2025-08-11 19:40:36,2025-10-30 19:40:36
1047,345,153,3,206.44,22.33,2025-10-08 19:40:36,2025-10-26 19:40:36
1048,345,116,3,153.34,2.25,2025-10-13 19:40:36,2025-10-26 19:40:36
1049,346,79,2,136.84,1.19,2025-08-17 19:40:36,2025-11-03 19:40:36
1050,346,60,1,119.59,47.76,2025-10-14 19:40:36,2025-10-17 19:40:36
